symboling,normalized-losses,bmw,chevrolet,dodge,honda,jaguar,mazda,mercedes-benz,mitsubishi,nissan,peugot,plymouth,porsche,saab,subaru,toyota,volkswagen,volvo,fuel-type,aspiration,two-doors,hardtop,hatchback,sedan,wagon,fwd,rwd,wheel-base,length,width,height,curb-weight,l,ohc,ohcf,ohcv,rotor,num-of-cylinders,engine-size,2bbl,4bbl,idi,mfi,mpfi,spdi,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,97.0,172.0,65.4,54.3,2510,0,0,1,0,0,4,108,0,0,0,0,1,0,3.62,2.64,7.7,111,4800,24,29,11259
0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,97.0,173.5,65.4,53.0,2290,0,0,1,0,0,4,108,1,0,0,0,0,0,3.62,2.64,9.0,82,4800,28,32,7463
0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,97.0,173.5,65.4,53.0,2455,0,0,1,0,0,4,108,0,0,0,0,1,0,3.62,2.64,9.0,94,5200,25,31,10198
0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,96.9,173.6,65.4,54.9,2420,0,0,1,0,0,4,108,1,0,0,0,0,0,3.62,2.64,9.0,82,4800,23,29,8013
0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,96.9,173.6,65.4,54.9,2650,0,0,1,0,0,4,108,0,0,0,0,1,0,3.62,2.64,7.7,111,4800,23,23,11694
1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,95.7,158.7,63.6,54.5,1985,0,1,0,0,0,4,92,1,0,0,0,0,0,3.05,3.03,9.0,62,4800,35,39,5348
1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,95.7,158.7,63.6,54.5,2040,0,1,0,0,0,4,92,1,0,0,0,0,0,3.05,3.03,9.0,62,4800,31,38,6338
1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,95.7,158.7,63.6,54.5,2015,0,1,0,0,0,4,92,1,0,0,0,0,0,3.05,3.03,9.0,62,4800,31,38,6488
0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,95.7,169.7,63.6,59.1,2280,0,1,0,0,0,4,92,1,0,0,0,0,0,3.05,3.03,9.0,62,4800,31,37,6918
0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,95.7,169.7,63.6,59.1,2290,0,1,0,0,0,4,92,1,0,0,0,0,0,3.05,3.03,9.0,62,4800,27,32,7898
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,95.7,169.7,63.6,59.1,3110,0,1,0,0,0,4,92,1,0,0,0,0,0,3.05,3.03,9.0,62,4800,27,32,8778
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,95.7,166.3,64.4,53.0,2081,0,1,0,0,0,4,98,1,0,0,0,0,0,3.19,3.03,9.0,70,4800,30,37,6938
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,95.7,166.3,64.4,52.8,2109,0,1,0,0,0,4,98,1,0,0,0,0,0,3.19,3.03,9.0,70,4800,30,37,7198
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,95.7,166.3,64.4,53.0,2275,0,1,0,0,0,4,110,0,0,1,0,0,0,3.27,3.35,22.5,56,4500,34,36,7898
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,95.7,166.3,64.4,52.8,2275,0,1,0,0,0,4,110,0,0,1,0,0,0,3.27,3.35,22.5,56,4500,38,47,7788
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,95.7,166.3,64.4,53.0,2094,0,1,0,0,0,4,98,1,0,0,0,0,0,3.19,3.03,9.0,70,4800,38,47,7738
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,95.7,166.3,64.4,52.8,2122,0,1,0,0,0,4,98,1,0,0,0,0,0,3.19,3.03,9.0,70,4800,28,34,8358
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,95.7,166.3,64.4,52.8,2140,0,1,0,0,0,4,98,1,0,0,0,0,0,3.19,3.03,9.0,70,4800,28,34,9258
1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,94.5,168.7,64.0,52.6,2169,0,1,0,0,0,4,98,1,0,0,0,0,0,3.19,3.03,9.0,70,4800,29,34,8058
1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,94.5,168.7,64.0,52.6,2204,0,1,0,0,0,4,98,1,0,0,0,0,0,3.19,3.03,9.0,70,4800,29,34,8238
1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,94.5,168.7,64.0,52.6,2265,0,0,0,0,0,4,98,0,0,0,0,1,0,3.24,3.08,9.4,112,6600,26,29,9298
1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,94.5,168.7,64.0,52.6,2300,0,0,0,0,0,4,98,0,0,0,0,1,0,3.24,3.08,9.4,112,6600,26,29,9538
2,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,98.4,176.2,65.6,52.0,2540,0,1,0,0,0,4,146,0,0,0,0,1,0,3.62,3.50,9.3,116,4800,24,30,8449
2,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,98.4,176.2,65.6,52.0,2536,0,1,0,0,0,4,146,0,0,0,0,1,0,3.62,3.50,9.3,116,4800,24,30,9639
2,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,98.4,176.2,65.6,52.0,2551,0,1,0,0,0,4,146,0,0,0,0,1,0,3.62,3.50,9.3,116,4800,24,30,9989
2,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,98.4,176.2,65.6,52.0,2679,0,1,0,0,0,4,146,0,0,0,0,1,0,3.62,3.50,9.3,116,4800,24,30,11199
2,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,98.4,176.2,65.6,52.0,2714,0,1,0,0,0,4,146,0,0,0,0,1,0,3.62,3.50,9.3,116,4800,24,30,11549
2,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,98.4,176.2,65.6,53.0,2975,0,1,0,0,0,4,146,0,0,0,0,1,0,3.62,3.50,9.3,116,4800,24,30,17669
-1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,102.4,175.6,66.5,54.9,2326,0,1,0,0,0,4,122,0,0,0,0,1,0,3.31,3.54,8.7,92,4200,29,34,8948
-1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,102.4,175.6,66.5,54.9,2480,0,1,0,0,0,4,110,0,0,1,0,0,0,3.27,3.35,22.5,73,4500,30,33,10698
-1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,102.4,175.6,66.5,53.9,2414,0,1,0,0,0,4,122,0,0,0,0,1,0,3.31,3.54,8.7,92,4200,27,32,9988
-1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,102.4,175.6,66.5,54.9,2414,0,1,0,0,0,4,122,0,0,0,0,1,0,3.31,3.54,8.7,92,4200,27,32,10898
-1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,102.4,175.6,66.5,53.9,2458,0,1,0,0,0,4,122,0,0,0,0,1,0,3.31,3.54,8.7,92,4200,27,32,11248
3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,102.9,183.5,67.7,52.0,2976,0,0,0,0,0,6,171,0,0,0,0,1,0,3.27,3.35,9.3,161,5200,20,24,16558
3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,102.9,183.5,67.7,52.0,3016,0,0,0,0,0,6,171,0,0,0,0,1,0,3.27,3.35,9.3,161,5200,19,24,15998
-1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,104.5,187.8,66.5,54.1,3131,0,0,0,0,0,6,171,0,0,0,0,1,0,3.27,3.35,9.2,156,5200,20,24,15690
2,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,97.3,171.7,65.5,55.7,2261,0,1,0,0,0,4,97,0,0,1,0,0,0,3.01,3.40,23.0,52,4800,37,46,7775
2,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,97.3,171.7,65.5,55.7,2209,0,1,0,0,0,4,109,0,0,0,0,1,0,3.19,3.40,9.0,85,5250,27,34,7975
2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,97.3,171.7,65.5,55.7,2264,0,1,0,0,0,4,97,0,0,1,0,0,0,3.01,3.40,23.0,52,4800,37,46,7995
2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,97.3,171.7,65.5,55.7,2212,0,1,0,0,0,4,109,0,0,0,0,1,0,3.19,3.40,9.0,85,5250,27,34,8195
2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,97.3,171.7,65.5,55.7,2275,0,1,0,0,0,4,109,0,0,0,0,1,0,3.19,3.40,9.0,85,5250,27,34,8495
2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,97.3,171.7,65.5,55.7,2319,0,1,0,0,0,4,97,0,0,1,0,0,0,3.01,3.40,23.0,68,4500,37,42,9495
2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,97.3,171.7,65.5,55.7,2300,0,1,0,0,0,4,109,0,0,0,0,1,0,3.19,3.40,10.0,100,5500,26,32,9995
3,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,94.5,165.7,64.0,51.4,2221,0,1,0,0,0,4,109,0,0,0,0,1,0,3.19,3.40,8.5,90,5500,24,29,9980
-2,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,104.3,188.8,67.2,56.2,2912,0,1,0,0,0,4,141,0,0,0,0,1,0,3.78,3.15,9.5,114,5400,23,28,12940
-1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,104.3,188.8,67.2,57.5,3034,0,1,0,0,0,4,141,0,0,0,0,1,0,3.78,3.15,9.5,114,5400,23,28,13415
-2,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,104.3,188.8,67.2,56.2,2935,0,1,0,0,0,4,141,0,0,0,0,1,0,3.78,3.15,9.5,114,5400,24,28,15985
-1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,104.3,188.8,67.2,57.5,3042,0,1,0,0,0,4,141,0,0,0,0,1,0,3.78,3.15,9.5,114,5400,24,28,16515
-2,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,104.3,188.8,67.2,56.2,3045,0,1,0,0,0,4,130,0,0,0,0,1,0,3.62,3.15,7.5,162,5100,17,22,18420
-1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,104.3,188.8,67.2,57.5,3157,0,1,0,0,0,4,130,0,0,0,0,1,0,3.62,3.15,7.5,162,5100,17,22,18950
-1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,109.1,188.8,68.9,55.5,2952,0,1,0,0,0,4,141,0,0,0,0,1,0,3.78,3.15,9.5,114,5400,23,28,16845
-1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,109.1,188.8,68.8,55.5,3049,0,1,0,0,0,4,141,0,0,0,0,1,0,3.78,3.15,8.7,160,5300,19,25,19045
-1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,109.1,188.8,68.9,55.5,3012,0,0,0,1,0,6,173,0,0,0,0,1,0,3.58,2.87,8.8,134,5500,18,23,21485
-1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,109.1,188.8,68.9,55.5,3217,0,1,0,0,0,6,145,0,0,1,0,0,0,3.01,3.40,23.0,106,4800,26,27,22470
-1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,109.1,188.8,68.9,55.5,3062,0,1,0,0,0,4,141,0,0,0,0,1,0,3.78,3.15,9.5,114,5400,19,25,22625
